glcm_0,glcm_1,glcm_2,glcm_3,glcm_4,glcm_5,glcm_6,glcm_7,glcm_8,glcm_9,glcm_10,glcm_11,glcm_12,glcm_13,glcm_14,glcm_15,glcm_16,glcm_17,glcm_18,glcm_19,glcm_20,glcm_21,glcm_22,glcm_23,glcm_24,glcm_25,glcm_26,glcm_27,glcm_28,glcm_29,glcm_30,glcm_31,glcm_32,glcm_33,glcm_34,glcm_35,glcm_36,glcm_37,glcm_38,glcm_39,glcm_40,glcm_41,glcm_42,glcm_43,glcm_44,glcm_45,glcm_46,glcm_47,glcm_48,glcm_49,glcm_50,glcm_51,glcm_52,glcm_53,glcm_54,glcm_55,glcm_56,glcm_57,glcm_58,glcm_59,glcm_60,glcm_61,glcm_62,glcm_63,glcm_64,glcm_65,glcm_66,glcm_67,glcm_68,glcm_69,glcm_70,glcm_71,label,encoded_label
1.0674212598425201,1.9603199206398403,1.4303641732283474,1.871411742823483,0.27337598425196896,0.39246078492156955,0.29527559055118136,0.3929567859135712,0.909880327088102,0.8908615748075993,0.9167961136689555,0.8882898278902149,0.6289767716384035,0.624551765796937,0.633112247268397,0.6252578298460963,0.9751872230612135,0.9545152897118002,0.9666650260719107,0.9565781992744947,0.39561177926066843,0.39006490816007205,0.4008311176412399,0.3909473537838499,3.1414999999999966,3.669249181153936,3.994374999999997,3.6036155202821765,0.5944999999999993,0.6346056941295025,0.6396249999999987,0.636873267825648,0.8454268723383133,0.8454390427691598,0.8565298522371905,0.8432978977347889,0.6077321540726225,0.6103450362396073,0.6167995046254894,0.6109964124930274,0.9276146334059959,0.9153767464301401,0.9072098888914295,0.9168904440975526,0.36933837109374973,0.37252106326232765,0.38044162890624916,0.3733166160793497,5.126143292682922,6.755463059313218,6.3810340447154426,6.887486992715922,0.8424796747967475,1.0050728407908431,0.9190167682926824,1.0222424557752345,0.8102986045725307,0.7935245586253541,0.8186024889331047,0.7909520710930866,0.5885938462584339,0.5860736843230558,0.6034861913800675,0.5865570811167519,0.8829180009840861,0.8460336276675714,0.8522006047975155,0.843024619120178,0.3464427158532969,0.3434823634560009,0.36419558318641954,0.34404920940820377,Dimas,1
0.9787155511811024,1.929071858143717,1.4421751968503937,1.843015686031373,0.4651820866141736,0.6774133548267095,0.5704970472440949,0.6891933783867566,0.8086130597639812,0.7504729152770294,0.7776850860905659,0.742705102763397,0.25198627769679965,0.23805480285037314,0.24705633879147482,0.23557482133233987,0.9758393187966922,0.9524523233280635,0.9645162755531352,0.9545718397176252,0.06349708414748863,0.05667008916013002,0.06103683453704799,0.055495496445763855,3.446062499999999,4.1007810531620015,4.762999999999998,4.134416729654825,0.9576875000000001,1.0888133030990175,1.1846249999999983,1.1092214663643225,0.6856775864311427,0.6546015750990533,0.6392223495974338,0.6486726308189994,0.21711580201444344,0.2132207770425797,0.21321366832211988,0.21145181944322905,0.9145415720110681,0.8988983109024902,0.8832306058490415,0.8980492646409869,0.047139271484375,0.04546309976264148,0.045460068359374946,0.04471187194585194,5.878810975609763,7.6303980228928125,7.52978912601626,8.343522372528616,1.3333333333333337,1.6409339229968762,1.60130843495935,1.7173517169614978,0.6128902695494604,0.5509905700652122,0.5653492356478259,0.5450037507119617,0.19876678636229198,0.18763930395310652,0.19365055687413277,0.18809617811818344,0.8534253920199648,0.81173920158971,0.8161215316396155,0.794035611689293,0.03950823536079302,0.0352085083880063,0.037500538177661726,0.035380172222667386,Dimas,1
1.465735728346457,2.72924545849092,1.8074557086614174,2.5002790005580007,0.5103961614173234,0.7660735321470643,0.5891978346456691,0.7632835265670531,0.8105733198507413,0.7454246095883469,0.7873553950638874,0.7365045387432951,0.2372161546406575,0.21616740010277363,0.22601092189899874,0.2128161865195781,0.9620379197650479,0.9292335549851282,0.953257067544027,0.9351674200022956,0.05627150402250034,0.046728344867192614,0.051080936817635314,0.04529072924473585,4.472562499999998,5.297808012093726,5.220812499999998,4.980977576215669,1.0841875000000005,1.224111866969009,1.2474375000000004,1.2247417485512722,0.6718098472509577,0.6432214734327889,0.6331733909347073,0.6316842402739343,0.1989731648049555,0.18837302985711474,0.18204424578073056,0.18442303481700717,0.8835318627688687,0.8621142613164381,0.8646289860714532,0.8703429573284933,0.03959032031249998,0.03548439837754944,0.03314010742187504,0.03401185577111504,7.088224085365851,9.241090010405829,7.918699186991867,8.72905827263268,1.4909171747967467,1.8456685744016639,1.6894054878048792,1.827913631633716,0.5922464901648606,0.5237748887708716,0.5501270144794482,0.5175802052515078,0.17945768191811703,0.1590202188920655,0.1619656352103009,0.15552422760401993,0.8143584944009037,0.7577564980196724,0.7944119274470214,0.7710219158987957,0.03220505959942407,0.02528743001648042,0.026232866989076266,0.024187785371826993,Dimas,1
1.5081815944881896,2.6672453344906666,1.8419045275590555,2.580445160890322,0.5833538385826776,0.8275776551553105,0.6416092519685044,0.8157976315952644,0.7763328508246374,0.71251150150133,0.7624821461703977,0.7130550494833048,0.23219703564152566,0.2189816468922791,0.23186817155611525,0.21662061212121705,0.9642786588339153,0.9369074708805776,0.9564616930234949,0.9389602871806085,0.053915463360711936,0.04795296167565482,0.05376284898077609,0.046924489595770766,4.4846875,5.168115394305866,5.3220625,4.968820861678003,1.1325625000000001,1.2594482237339375,1.2610625000000004,1.234756865709246,0.6530173461326777,0.6214829120426677,0.6254460619281506,0.6231761402016445,0.20315481992651566,0.20060212963374782,0.20280309589137197,0.1990224915393277,0.8935479883343815,0.877806637724431,0.8745591450604926,0.8825067964094474,0.041271880859375006,0.04024121441359496,0.04112909570312501,0.03960995213852176,7.189024390243906,8.901599895941727,7.87963668699187,8.91981009365245,1.5363313008130084,1.8052159209157117,1.648564532520325,1.7931191467221648,0.582443656756338,0.5292882390641409,0.5561577178335219,0.5326802587697123,0.18652952714673995,0.1801125100941119,0.1867011227953756,0.17836108160843106,0.8287701460068683,0.7896194841758012,0.8148432604504428,0.7891369829006624,0.0347932644975864,0.03244051629240156,0.03485730925305392,0.0318126754325294,Dimas,1
1.3565452755905523,2.223386446772895,1.8122539370078752,2.377146754293509,0.5099655511811028,0.6830553661107323,0.6174950787401579,0.7324074648149292,0.8016633401627071,0.7578231659398907,0.7719115318169908,0.7422684468885283,0.22515949103006325,0.21385977342134224,0.21946750315891814,0.2110177567642036,0.9608960424637709,0.9359932575157979,0.9479502619374044,0.9315592213477083,0.050696796400917135,0.04573600268782784,0.04816598494280974,0.04452849366979659,4.1072500000000005,4.295792391030484,5.078687500000003,4.4809145880574395,0.9831249999999996,1.017006802721087,1.1721875000000004,1.092907533383723,0.6947112568589892,0.6896915235676845,0.6524759512157466,0.6643849082817735,0.19664285420369335,0.19683971780550696,0.18824081256631092,0.1906946543078503,0.881278026722435,0.8763385392450175,0.8544499478031622,0.8709598019546745,0.038668412109374994,0.038745874505751614,0.035434603515625,0.036364451181590526,6.779344512195118,8.341376170655566,8.05392530487805,8.424167533818936,1.343241869918697,1.5509235171696156,1.5709476626016274,1.626170655567118,0.6357785841106118,0.6055326807873271,0.5894420088836099,0.5800108782464262,0.1830891041903629,0.17770238796208007,0.17323188699280218,0.16896344987815048,0.8035844086133932,0.7598807111239152,0.7695266713180247,0.7571899082344121,0.033521620073229556,0.03157813868742562,0.030009286671086984,0.02854864739472627,Dimas,1
1.1862081692913384,2.0770661541323094,1.597748523622047,2.110112220224443,0.44863435039370086,0.6288672577345163,0.5512426181102362,0.6510013020026042,0.8268723030144278,0.7819566400382051,0.7968292994926899,0.7724040363541684,0.26724353684821206,0.25556475178926435,0.2609421860778856,0.25330187271534,0.9684384573898361,0.944709354162592,0.9574770810882942,0.9438248737989083,0.07141910798714167,0.06531334235710831,0.06809082447510588,0.06416183872109829,3.798562500000002,4.296359284454523,4.897062499999997,4.238473167044589,0.9176875000000001,0.9870874275636177,1.1226875000000003,1.02317964222726,0.7200135026677955,0.7102875281381952,0.676608646627065,0.6921269073025285,0.24125782856469138,0.23905135491634344,0.23098723669420565,0.23439280440892318,0.8988856736010015,0.8855562468775225,0.8695364400516534,0.8870601636201918,0.058205339843750016,0.05714555028733959,0.05335510351562499,0.05493998675867972,6.43032266260162,8.289542143600416,7.725990853658541,8.1008064516129,1.2913490853658525,1.532258064516129,1.520325203252032,1.5695889698230998,0.6560949693644996,0.6215755240649844,0.6109157795242823,0.6029761616715954,0.22752311680349568,0.21699337583545356,0.2129099195525297,0.21209698917338907,0.8287548829005038,0.7789488566840322,0.7938724935556961,0.7836811583809378,0.05176676867997714,0.0470861251564664,0.04533063384386466,0.044985132816416716,Dimas,1
1.691437007874018,2.9369458738917498,1.6710752952755894,2.317130634261269,0.676550196850394,0.9554219108438222,0.6821481299212601,0.8080476160952319,0.7398648191499194,0.6648223308502519,0.7348877061092716,0.7064174006624878,0.1851776572605931,0.16630388272621605,0.18419255202893808,0.17825001684753614,0.9587657648761578,0.9284874806630259,0.9594994007498437,0.9435814848830298,0.03429076474852169,0.027656981409815023,0.03392689622293306,0.03177306850614692,6.460937500000002,6.423343411438646,6.040500000000004,5.3626858150667625,1.4985624999999998,1.5421390778533626,1.4777500000000001,1.3333333333333333,0.5609581887829862,0.5473964927966904,0.5612419088372671,0.5967290789373461,0.14253193858088437,0.14042720752757454,0.14365105290251104,0.1514912020141027,0.8412061216411656,0.8431685950130468,0.8540607275271305,0.8690746039884866,0.020315353515624995,0.019719800613992484,0.020635625000000022,0.02294958428767768,10.735645325203244,13.02672996878252,10.124809451219514,11.014828303850152,2.081935975609757,2.3863813735691983,2.02369156504065,2.084547346514048,0.4698233245045995,0.42868086591717897,0.4736016995796498,0.4785194377801129,0.12515116314822708,0.1182467650224834,0.12533800592481106,0.12540637538879396,0.7347858606915613,0.680827252198262,0.7562908735168886,0.7301716382702141,0.015662813637354153,0.013982297438282403,0.015709615729207975,0.015726758988155103,Dimas,1
2.077940452755905,3.2894785789571617,2.3815821850393717,3.1674623349246733,0.7348056102362208,0.9975819951639909,0.8574680118110252,1.0086180172360362,0.725944816556558,0.6586505462756885,0.6847960055203973,0.6502642588701606,0.17486549029445014,0.15918929369409107,0.16526075475199486,0.15615658372741478,0.9394754816555747,0.9037216274880676,0.9301245506409331,0.9072885044515325,0.03057793969591844,0.025341231226823583,0.027311117061198993,0.024384878641417106,6.2215,6.506991685563109,6.428937499999983,5.839443184681275,1.4710000000000008,1.5309271856890891,1.5890624999999963,1.5025825144872744,0.5643143249561315,0.553079724028046,0.5258465794038727,0.5419490097867683,0.13786556518035967,0.13568538953190115,0.13084447023326953,0.1338076942240121,0.8196489870398316,0.808978721005517,0.8090539033412686,0.8285390790746179,0.0190069140625,0.018410524932423754,0.017120275390624953,0.01790449903354672,9.472179878048783,11.376755983350666,9.308625508130069,10.452068158168574,1.959857723577235,2.193093132154007,1.9758003048780461,2.1610952133194576,0.48039346752420925,0.44935245185324946,0.46751136791863057,0.43687917234769524,0.1221733571890451,0.1163618795021383,0.12011808987126629,0.11533295549012247,0.7265977299475989,0.6634057509949297,0.7197244387262032,0.6904754135934977,0.014926329206841997,0.013540087001270155,0.014428355514321606,0.013301690622086571,Dimas,1
0.28906250000000006,0.5614111228222458,0.4100639763779528,0.5022630045260092,0.18534694881889777,0.27968255936511865,0.21678149606299227,0.24917849835699676,0.917165586190236,0.8855309610778195,0.9088291990618008,0.8978859233051715,0.6697824744270678,0.6676539193723356,0.6720319589059862,0.6673330935762514,0.9858600639541573,0.9723352035533727,0.97970556757505,0.9752510542591636,0.4486085630496458,0.4457617560532413,0.45162695379101714,0.4453334577820499,0.9909374999999999,1.080309901738473,1.2221249999999995,1.0556185437137815,0.41006250000000005,0.4290123456790126,0.4431249999999999,0.40646258503401367,0.8462363936957326,0.8416449060566709,0.8421880808976396,0.8512233113773732,0.6548405638493239,0.6591315272367498,0.6612126244753835,0.6572848566478925,0.951934154425347,0.9465809969252774,0.9385644066229853,0.9478138517278931,0.4288161640625004,0.43445437019745026,0.43720213476562464,0.43202338277864055,1.6446265243902447,2.0148283038501558,1.956173780487803,2.1525104058272615,0.5651041666666669,0.6303329864724245,0.593877032520325,0.6358610822060351,0.8083773665613248,0.7961715832726416,0.8085680372791173,0.7999556730907696,0.6422598289897159,0.6448785576003612,0.653006519086681,0.6428767420806778,0.9208691677963223,0.8995937916290297,0.9000309652580494,0.8928275451003019,0.41249768793389907,0.41586835405272227,0.42641751396970384,0.41329050550826635,Dimas,1
1.0075664370078754,1.883253766507539,1.3069020669291358,1.5307210614421278,0.47188730314960775,0.6396552793105598,0.5213459645669308,0.5807551615103249,0.8044358777900709,0.7644028500027401,0.7920718077592411,0.7750173394666532,0.378076315379683,0.36634534143223446,0.37584836587761905,0.3687087688136551,0.9508706186399882,0.9083851565536625,0.9363536606447143,0.9255305180310957,0.14294170025107752,0.13420890918910044,0.1412619941328766,0.13594615620008138,3.03225,3.343663391282421,3.1299374999999965,2.8016502897455173,0.8445000000000001,0.8978332073570142,0.8729374999999996,0.8176492819349942,0.7230805252651284,0.7104483547737722,0.711808864487237,0.7232959967610344,0.34997680726728153,0.347587651190227,0.34766873713529334,0.35020460092793115,0.8525561681686982,0.8379866421240999,0.8482733971689411,0.8641982817939364,0.12248376562499991,0.12081717525993892,0.12087355078124969,0.12264326251109153,4.811991869918684,5.6633714880333015,4.554306402439013,5.010145681581685,1.107469512195121,1.2496097814776275,1.0830157520325199,1.160770031217483,0.6774121917393783,0.6481114399545501,0.6738928041305958,0.6609517587285361,0.3342213146688648,0.32591970520898933,0.3338841402058227,0.3275843435735686,0.7668084519788263,0.7279061068255428,0.7803146389478631,0.758995276353503,0.11170388717898432,0.1062236542435145,0.11147861908098144,0.10731150215452583,Dimas,1
